Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
42,Non-binary,Bachelor's,Widowed,40724.0,632.0,34258.0,Auto,Unemployed,17,Excellent,0.366,37206.0,4.0,South Brittany,KY,Mozambique,2.0,0,Low
66,Non-binary,High School,Divorced,22118.0,699.0,28111.0,Business,Unemployed,4,Good,0.1386,38278.0,0.0,Lake Kathleen,NC,Qatar,2.0,1,Low
64,Female,Master's,Divorced,89142.0,755.0,24622.0,Auto,Unemployed,8,Excellent,0.1163,49324.0,1.0,Port Jacqueline,PR,Korea,1.0,0,High
51,Non-binary,Master's,Divorced,117807.0,766.0,27715.0,Home,Employed,1,Fair,0.5554,97405.0,4.0,East Michael,SD,Israel,2.0,1,Medium
32,Female,Master's,Married,92317.0,694.0,46921.0,Personal,Self-employed,9,Good,0.336,188983.0,2.0,South Rickychester,NV,Cameroon,1.0,1,Low
31,Female,PhD,Divorced,73177.0,731.0,25543.0,Business,Employed,16,Good,0.5775,274825.0,1.0,New Michael,WA,Malawi,2.0,1,Low
46,Male,PhD,Divorced,107594.0,731.0,43398.0,Auto,Unemployed,12,Fair,0.5264,90889.0,3.0,Mirandaburgh,MO,Japan,1.0,1,Low
43,Male,High School,Single,65775.0,647.0,34398.0,Business,Unemployed,8,Excellent,0.3391,254459.0,4.0,North Amber,TX,Peru,0.0,2,Low
62,Non-binary,Bachelor's,Widowed,90739.0,611.0,10644.0,Personal,Self-employed,7,Fair,0.5343,56958.0,0.0,Bairdhaven,SD,Trinidad and Tobago,2.0,1,Low
21,Female,High School,Divorced,101909.0,716.0,27028.0,Auto,Employed,8,Fair,0.1808,105337.0,3.0,Leeton,GA,Tajikistan,0.0,1,Low
40,Male,PhD,Divorced,83545.0,669.0,37091.0,Personal,Employed,4,Fair,0.4323,105009.0,2.0,Alexanderport,DE,Cyprus,0.0,1,Medium
39,Female,High School,Divorced,89434.0,713.0,40742.0,Personal,Self-employed,1,Fair,0.261,274580.0,0.0,Smithfort,KS,Mali,3.0,0,Low
35,Male,High School,Single,22921.0,668.0,32915.0,Business,Unemployed,11,Good,0.3988,194387.0,4.0,Lake Jenniferbury,RI,United States Virgin Islands,1.0,1,Medium
24,Male,Bachelor's,Married,87262.0,785.0,16876.0,Personal,Unemployed,4,Poor,0.5747,94771.0,4.0,Port Christineshire,MP,North Macedonia,4.0,2,High
62,Female,PhD,Widowed,65134.0,688.0,33014.0,Personal,Employed,6,Good,0.493,128020.0,2.0,New Tyler,GU,Jordan,4.0,0,Low
40,Male,PhD,Single,78097.0,663.0,26963.0,Home,Unemployed,6,Good,0.1299,256749.0,2.0,Alexandriaville,AS,Philippines,2.0,2,Low
67,Female,Master's,Married,20792.0,636.0,29432.0,Auto,Self-employed,8,Good,0.3495,288064.0,2.0,Davidmouth,VI,Mayotte,1.0,1,Low
28,Male,Bachelor's,Single,67059.0,761.0,16569.0,Personal,Unemployed,9,Poor,0.3,149175.0,3.0,South Micheleside,SD,Saint Pierre and Miquelon,2.0,0,Medium
47,Male,PhD,Single,25022.0,785.0,11905.0,Auto,Employed,0,Excellent,0.5659,276196.0,3.0,Jacobtown,OK,Montenegro,2.0,2,Medium
54,Female,Bachelor's,Divorced,22108.0,608.0,26009.0,Auto,Unemployed,4,Excellent,0.5488,65873.0,3.0,Welchborough,NC,Antarctica (the territory South of 60 deg S),2.0,2,Low
52,Non-binary,Bachelor's,Single,94266.0,690.0,41006.0,Auto,Employed,14,Good,0.1089,140014.0,2.0,East Emilyside,GA,Bosnia and Herzegovina,3.0,0,Low
62,Female,High School,Widowed,77326.0,601.0,6704.0,Auto,Self-employed,9,Fair,0.107,201209.0,2.0,Lake Evelynborough,AR,Guam,2.0,0,Medium
53,Female,Bachelor's,Divorced,74774.0,677.0,20920.0,Auto,Unemployed,19,Excellent,0.4383,126521.0,1.0,Royport,MT,Jamaica,3.0,2,Low
45,Female,Bachelor's,Divorced,107160.0,652.0,44757.0,Home,Employed,11,Good,0.1209,83345.0,4.0,Lake Johnmouth,NH,Switzerland,3.0,0,Low
35,Non-binary,Bachelor's,Single,52746.0,724.0,45344.0,Business,Unemployed,19,Poor,0.411,208129.0,1.0,Nicholasville,SC,Afghanistan,0.0,2,Low
58,Female,Master's,Widowed,98229.0,603.0,39253.0,Business,Employed,14,Good,0.5612,225389.0,1.0,South Brianberg,MA,Swaziland,4.0,2,Low
54,Female,High School,Divorced,118144.0,606.0,22024.0,Auto,Unemployed,13,Fair,0.4652,167564.0,3.0,East Ryanville,SC,Niger,0.0,1,Low
58,Non-binary,High School,Married,78543.0,678.0,36343.0,Business,Unemployed,9,Poor,0.1143,103672.0,0.0,Chelseaport,MN,Mozambique,1.0,0,Medium
69,Non-binary,Master's,Single,101560.0,652.0,6999.0,Business,Unemployed,1,Good,0.5027,235461.0,1.0,Mendezville,FL,Turks and Caicos Islands,0.0,0,Low
34,Non-binary,Master's,Divorced,87759.0,698.0,46918.0,Home,Unemployed,17,Excellent,0.4654,224509.0,2.0,New Brandy,AR,Saudi Arabia,3.0,0,Low
51,Female,Master's,Single,62381.0,619.0,34113.0,Personal,Employed,15,Poor,0.5991,231228.0,1.0,Antoniochester,ME,Angola,2.0,2,Low
18,Male,Master's,Single,62290.0,651.0,42621.0,Business,Employed,10,Excellent,0.2745,54169.0,4.0,East Kimberlyton,NC,Brunei Darussalam,1.0,1,Low
21,Male,High School,Married,48223.0,602.0,39377.0,Business,Unemployed,8,Excellent,0.1803,44326.0,2.0,Davistown,IL,Guinea,3.0,2,Low
23,Male,High School,Single,23642.0,621.0,39657.0,Auto,Self-employed,19,Poor,0.4285,29916.0,1.0,Rachelborough,TN,Australia,1.0,0,Low
60,Female,Bachelor's,Divorced,36603.0,786.0,45743.0,Business,Unemployed,14,Good,0.1395,150966.0,4.0,Natashachester,VA,Nigeria,3.0,1,Low
55,Male,Master's,Divorced,84509.0,744.0,31510.0,Auto,Self-employed,2,Good,0.3008,27836.0,4.0,East Annhaven,PR,Tunisia,2.0,1,Low
60,Non-binary,Bachelor's,Divorced,29718.0,651.0,22776.0,Home,Self-employed,4,Good,0.143,48721.0,3.0,Nicholasborough,NJ,Dominica,4.0,0,Medium
37,Non-binary,PhD,Divorced,102910.0,673.0,29877.0,Business,Self-employed,18,Good,0.4998,282094.0,4.0,East Brianville,ME,Nepal,3.0,0,Low
27,Male,Bachelor's,Single,31073.0,696.0,20178.0,Auto,Self-employed,5,Poor,0.2111,126314.0,0.0,Connorland,NC,Czech Republic,4.0,2,Medium
68,Non-binary,High School,Divorced,89073.0,614.0,33960.0,Home,Unemployed,7,Good,0.2864,62617.0,1.0,Marshshire,MD,Thailand,0.0,1,Medium
58,Male,Bachelor's,Divorced,21780.0,796.0,41489.0,Home,Self-employed,11,Excellent,0.2026,109152.0,2.0,Lake Moniquehaven,WY,Vanuatu,1.0,2,Low
34,Non-binary,High School,Single,37910.0,674.0,39045.0,Home,Self-employed,4,Fair,0.205,271942.0,2.0,Davidtown,MT,Equatorial Guinea,0.0,0,Medium
68,Female,High School,Divorced,99386.0,652.0,15715.0,Auto,Unemployed,0,Poor,0.2978,164621.0,0.0,North Ryanchester,ID,Zimbabwe,0.0,1,Low
43,Female,Bachelor's,Married,101991.0,673.0,31802.0,Business,Unemployed,8,Good,0.245,64744.0,4.0,Juanmouth,MO,Vanuatu,0.0,0,Low
39,Non-binary,PhD,Married,87136.0,692.0,17919.0,Personal,Unemployed,3,Good,0.4486,70971.0,1.0,Adamside,AS,Grenada,0.0,1,Low
36,Non-binary,Master's,Divorced,85526.0,702.0,49505.0,Auto,Self-employed,19,Excellent,0.2744,214384.0,3.0,West Laurenfurt,OH,Jamaica,3.0,1,High
52,Female,High School,Married,108131.0,744.0,44498.0,Business,Unemployed,10,Fair,0.1092,272850.0,3.0,West Amymouth,VI,Italy,1.0,0,Low
21,Non-binary,High School,Single,44809.0,749.0,35429.0,Home,Self-employed,15,Poor,0.3242,25797.0,0.0,Beasleystad,RI,Honduras,2.0,1,Low
54,Female,PhD,Divorced,68302.0,645.0,33085.0,Auto,Self-employed,5,Good,0.3977,237056.0,3.0,Blakeside,MN,Kenya,3.0,2,Low
52,Non-binary,High School,Widowed,38354.0,674.0,17215.0,Home,Self-employed,17,Fair,0.5519,270021.0,2.0,South Dawn,KY,Gibraltar,1.0,1,High
65,Non-binary,Master's,Married,76143.0,649.0,19838.0,Business,Unemployed,6,Fair,0.2585,276064.0,2.0,Romanburgh,AR,Qatar,3.0,1,Low
47,Female,PhD,Widowed,27946.0,754.0,29496.0,Home,Self-employed,6,Fair,0.1646,211518.0,0.0,West Carolynbury,RI,Wallis and Futuna,3.0,2,Low
53,Non-binary,High School,Widowed,98137.0,793.0,46214.0,Auto,Employed,13,Excellent,0.5136,216945.0,2.0,Katherinechester,AL,French Southern Territories,2.0,1,High
69,Non-binary,Master's,Widowed,110893.0,740.0,18025.0,Business,Employed,3,Poor,0.2407,65156.0,4.0,Grayport,OH,Antigua and Barbuda,4.0,2,Low
51,Male,High School,Widowed,82845.0,773.0,32528.0,Home,Self-employed,14,Good,0.433,78967.0,0.0,East Codybury,CO,Ecuador,2.0,1,High
19,Non-binary,PhD,Married,113120.0,749.0,25843.0,Personal,Unemployed,8,Poor,0.4519,82059.0,0.0,South Tonyatown,AK,Bahrain,1.0,1,Medium
33,Non-binary,PhD,Single,37015.0,607.0,21616.0,Personal,Employed,15,Fair,0.564,209198.0,3.0,Joshuachester,CT,Sweden,4.0,1,Low
50,Female,High School,Married,28977.0,758.0,7988.0,Business,Employed,7,Poor,0.2982,29446.0,1.0,East Mitchellborough,GU,Ecuador,2.0,2,Medium
45,Female,PhD,Divorced,119053.0,764.0,16710.0,Personal,Employed,0,Fair,0.3566,287493.0,4.0,Kristinemouth,IA,Korea,2.0,2,Medium
33,Female,High School,Divorced,111426.0,744.0,37270.0,Home,Unemployed,12,Good,0.4842,171219.0,0.0,Monicaland,NH,Korea,0.0,1,Low
59,Non-binary,PhD,Widowed,82294.0,726.0,49821.0,Personal,Unemployed,19,Good,0.5929,262733.0,1.0,Nicholashaven,AR,Martinique,3.0,1,Low
64,Non-binary,High School,Married,36025.0,711.0,8581.0,Home,Self-employed,5,Excellent,0.2612,62486.0,3.0,New Michaelberg,VA,Vanuatu,4.0,1,Low
67,Non-binary,High School,Married,108198.0,725.0,17381.0,Personal,Self-employed,15,Excellent,0.4701,271393.0,4.0,Bradleyview,LA,Gambia,0.0,1,Medium
61,Female,PhD,Single,82415.0,621.0,46594.0,Auto,Self-employed,17,Fair,0.1295,236625.0,3.0,Alexton,UT,Korea,2.0,1,High
51,Female,Master's,Single,111380.0,717.0,12990.0,Personal,Employed,19,Poor,0.4661,145208.0,0.0,West Michael,SC,Cote d'Ivoire,4.0,0,Low
62,Non-binary,PhD,Single,111981.0,676.0,46547.0,Personal,Employed,7,Fair,0.26,297689.0,4.0,Port Robertchester,OH,Kazakhstan,1.0,0,High
64,Female,High School,Married,63118.0,650.0,26448.0,Personal,Self-employed,13,Good,0.4146,94215.0,2.0,Adamville,WA,Burkina Faso,0.0,2,Low
34,Male,Bachelor's,Widowed,50496.0,653.0,11140.0,Business,Employed,10,Poor,0.4977,119198.0,3.0,North Marvinmouth,KY,Algeria,1.0,0,High
60,Non-binary,High School,Divorced,61249.0,704.0,15114.0,Business,Employed,1,Excellent,0.3737,207834.0,3.0,North John,WI,Marshall Islands,1.0,2,Low
27,Non-binary,PhD,Married,105256.0,684.0,21620.0,Business,Unemployed,14,Poor,0.3623,45029.0,3.0,Lake Lisa,AZ,Christmas Island,4.0,1,Medium
19,Female,PhD,Married,23857.0,789.0,21278.0,Auto,Self-employed,6,Poor,0.4467,203942.0,4.0,Thompsonfort,MI,Malta,1.0,0,Medium
29,Non-binary,High School,Widowed,105895.0,616.0,7067.0,Business,Self-employed,5,Poor,0.4808,56302.0,3.0,Tiffanytown,RI,Slovenia,1.0,2,Low
38,Female,PhD,Single,50066.0,756.0,16917.0,Personal,Self-employed,10,Excellent,0.1604,175769.0,0.0,East Eric,MD,British Virgin Islands,2.0,2,Low
52,Male,High School,Married,33829.0,686.0,19232.0,Personal,Unemployed,17,Excellent,0.5096,93482.0,4.0,Michelefort,MA,Wallis and Futuna,1.0,1,Medium
34,Non-binary,Master's,Divorced,47677.0,781.0,25432.0,Auto,Employed,0,Fair,0.4067,173621.0,4.0,Port Jeremy,NM,Guernsey,3.0,0,High
20,Male,Bachelor's,Widowed,70216.0,624.0,40432.0,Home,Self-employed,16,Excellent,0.1018,189739.0,4.0,Schneidertown,HI,Holy See (Vatican City State),0.0,0,Low
64,Male,PhD,Widowed,65958.0,754.0,23724.0,Personal,Unemployed,18,Poor,0.5414,148785.0,4.0,Laurieport,NV,Qatar,2.0,2,Medium
52,Non-binary,High School,Married,26121.0,722.0,23946.0,Personal,Self-employed,10,Good,0.5177,280403.0,0.0,East Desireebury,NV,Guadeloupe,4.0,1,Medium
52,Female,Master's,Divorced,92036.0,665.0,37262.0,Business,Unemployed,18,Poor,0.5415,188714.0,0.0,Danielleton,NM,New Zealand,4.0,0,Low
43,Female,Master's,Single,89903.0,742.0,19031.0,Auto,Unemployed,4,Poor,0.4206,54504.0,1.0,Richardbury,IA,India,3.0,2,Low
43,Female,PhD,Married,60000.0,687.0,26375.0,Home,Self-employed,17,Poor,0.4528,191637.0,0.0,Kaylaville,AZ,Isle of Man,3.0,0,Low
65,Non-binary,Bachelor's,Divorced,114463.0,701.0,31465.0,Business,Self-employed,14,Good,0.3328,89697.0,4.0,Jeffberg,PW,Azerbaijan,3.0,0,Low
40,Non-binary,Master's,Divorced,67427.0,653.0,11099.0,Auto,Self-employed,3,Good,0.4905,51351.0,3.0,New Timothybury,NM,Taiwan,1.0,2,Low
40,Male,PhD,Divorced,43814.0,695.0,10582.0,Auto,Employed,7,Good,0.5135,220696.0,1.0,Holtbury,TX,Montserrat,2.0,0,High
44,Male,PhD,Widowed,119667.0,641.0,6183.0,Auto,Unemployed,1,Fair,0.3,226410.0,4.0,Kimmouth,SD,Costa Rica,4.0,1,Medium
68,Non-binary,Bachelor's,Widowed,94258.0,620.0,29538.0,Personal,Unemployed,18,Excellent,0.3494,204082.0,3.0,Harrellberg,IL,Thailand,0.0,0,Low
21,Female,High School,Married,26678.0,749.0,6915.0,Personal,Self-employed,8,Good,0.3871,150721.0,1.0,Davidborough,CT,New Caledonia,4.0,2,Low
40,Male,High School,Divorced,117481.0,699.0,35825.0,Auto,Employed,13,Excellent,0.2894,70526.0,0.0,Herringhaven,AZ,Guatemala,3.0,2,Medium
23,Non-binary,High School,Married,94745.0,604.0,16261.0,Auto,Unemployed,16,Fair,0.2427,48819.0,3.0,Prestonstad,MD,Tajikistan,1.0,2,Medium
69,Male,Bachelor's,Single,49063.0,736.0,21781.0,Auto,Employed,17,Good,0.1785,35243.0,3.0,Chaneyburgh,CO,Turkmenistan,3.0,2,Medium
21,Male,PhD,Single,54261.0,704.0,47627.0,Business,Self-employed,14,Good,0.3242,105150.0,2.0,Sanchezview,NY,Korea,1.0,2,Medium
45,Male,Master's,Married,30304.0,628.0,9753.0,Personal,Employed,5,Good,0.345,168168.0,4.0,Jacobsonton,AR,Ecuador,2.0,2,Low
36,Non-binary,PhD,Divorced,62077.0,673.0,5207.0,Auto,Self-employed,6,Poor,0.146,228707.0,1.0,Nicholasberg,HI,Somalia,1.0,1,Medium
36,Female,High School,Widowed,77645.0,721.0,27299.0,Auto,Unemployed,1,Excellent,0.5696,280654.0,3.0,South Luiston,IA,Dominica,0.0,1,Low
34,Non-binary,PhD,Divorced,66475.0,710.0,8185.0,Auto,Self-employed,16,Good,0.1024,71678.0,1.0,Trevorland,AR,Switzerland,4.0,0,Medium
54,Female,High School,Single,41331.0,720.0,33149.0,Auto,Unemployed,10,Good,0.3886,274918.0,2.0,East Timothyland,MI,Lithuania,3.0,1,Low
22,Female,Master's,Widowed,59128.0,619.0,45890.0,Personal,Unemployed,7,Fair,0.3501,202041.0,2.0,Christinabury,NV,Eritrea,4.0,2,Medium
48,Female,Master's,Widowed,70400.0,713.0,27318.0,Business,Unemployed,12,Poor,0.219,262786.0,2.0,South Cynthiachester,PA,French Southern Territories,2.0,0,Medium
27,Non-binary,High School,Widowed,32920.0,733.0,46199.0,Business,Self-employed,18,Good,0.4971,65204.0,1.0,Leechester,CO,Svalbard & Jan Mayen Islands,1.0,1,Low
57,Male,High School,Widowed,85552.0,678.0,48738.0,Auto,Employed,3,Poor,0.4864,96099.0,0.0,Sharpfurt,AS,Netherlands,2.0,2,Low
23,Non-binary,High School,Divorced,84442.0,708.0,39218.0,Business,Unemployed,4,Good,0.3398,227002.0,1.0,Jennifermouth,FL,Tonga,0.0,2,Medium
68,Non-binary,PhD,Widowed,43386.0,670.0,32578.0,Business,Self-employed,15,Good,0.4476,85530.0,4.0,New Nancy,NM,Zambia,4.0,0,Medium
26,Male,Bachelor's,Widowed,81895.0,772.0,26953.0,Personal,Self-employed,18,Poor,0.2102,112523.0,1.0,New Cheyenneton,FM,United States Minor Outlying Islands,1.0,0,Medium
58,Male,Master's,Divorced,42836.0,636.0,23615.0,Home,Unemployed,6,Good,0.4509,247672.0,3.0,Timothyfurt,ID,British Indian Ocean Territory (Chagos Archipelago),4.0,0,Low
67,Non-binary,PhD,Single,40742.0,736.0,12831.0,Personal,Unemployed,16,Fair,0.1189,44130.0,4.0,East Veronicamouth,NY,United States Minor Outlying Islands,1.0,2,Low
49,Male,Bachelor's,Single,27899.0,693.0,19835.0,Auto,Unemployed,0,Fair,0.2039,133200.0,0.0,New Ryan,WY,Jordan,0.0,1,Low
47,Non-binary,Bachelor's,Divorced,92869.0,690.0,43038.0,Business,Self-employed,4,Good,0.3799,49858.0,3.0,Port Jeffreyshire,AK,Paraguay,3.0,0,Low
48,Non-binary,High School,Widowed,27591.0,772.0,46001.0,Auto,Self-employed,17,Good,0.2152,103922.0,0.0,Shannonhaven,FM,Venezuela,0.0,2,Low
52,Male,PhD,Widowed,109627.0,698.0,29660.0,Business,Self-employed,4,Poor,0.2801,63982.0,1.0,Jameston,AR,Bolivia,0.0,1,Low
42,Non-binary,High School,Married,39887.0,788.0,27528.0,Auto,Unemployed,16,Poor,0.193,127435.0,0.0,Grahamburgh,NE,Somalia,0.0,0,Medium
27,Male,PhD,Widowed,98179.0,616.0,19138.0,Home,Employed,2,Poor,0.498,89284.0,3.0,Bentleyborough,MA,Tanzania,2.0,1,Low
29,Male,PhD,Divorced,49652.0,730.0,27812.0,Home,Unemployed,18,Poor,0.3114,87153.0,4.0,Parkerport,NY,Ireland,1.0,1,Medium
18,Male,Master's,Widowed,46930.0,724.0,41036.0,Personal,Employed,0,Excellent,0.1163,254285.0,4.0,Markborough,NC,Germany,2.0,0,Medium
38,Female,Bachelor's,Divorced,47675.0,779.0,9892.0,Auto,Employed,9,Excellent,0.5499,249442.0,0.0,Port Stephanie,WI,Oman,0.0,1,Medium
60,Male,Bachelor's,Married,103213.0,638.0,15895.0,Auto,Unemployed,9,Good,0.4244,107322.0,2.0,West Amandafort,VI,Bolivia,4.0,2,Medium
67,Female,PhD,Divorced,105701.0,737.0,42506.0,Business,Employed,17,Fair,0.2025,288062.0,1.0,Port Davidfort,PR,Puerto Rico,1.0,1,Low
27,Male,PhD,Widowed,92084.0,603.0,28481.0,Auto,Self-employed,16,Fair,0.5143,236953.0,0.0,Christopherchester,NM,Cayman Islands,1.0,0,Low
38,Male,Bachelor's,Single,63856.0,620.0,12503.0,Home,Unemployed,10,Poor,0.1026,127586.0,0.0,North Jayberg,SC,Fiji,3.0,0,Medium
62,Female,High School,Single,72195.0,606.0,45477.0,Personal,Employed,18,Poor,0.215,70114.0,2.0,Port Ethanfort,CA,Finland,1.0,1,High
22,Non-binary,High School,Divorced,62916.0,765.0,37888.0,Auto,Employed,11,Fair,0.3798,88134.0,0.0,New Michael,PA,Falkland Islands (Malvinas),3.0,2,Low
51,Non-binary,PhD,Widowed,21268.0,722.0,26761.0,Personal,Employed,0,Good,0.5406,186485.0,4.0,Joycemouth,OK,Djibouti,0.0,2,Low
43,Female,High School,Divorced,32069.0,675.0,15985.0,Business,Unemployed,1,Good,0.4599,177407.0,1.0,Port Davidville,AZ,Guadeloupe,3.0,0,High
25,Non-binary,High School,Married,58795.0,654.0,20706.0,Auto,Self-employed,15,Fair,0.4269,100455.0,1.0,New Patrick,AZ,Guadeloupe,4.0,2,Medium
36,Non-binary,PhD,Married,111472.0,761.0,21973.0,Home,Unemployed,13,Fair,0.4518,238478.0,4.0,North Samantha,OR,Romania,1.0,0,Low
40,Male,High School,Widowed,71142.0,777.0,14303.0,Business,Employed,14,Excellent,0.2065,254216.0,4.0,South Darrellport,PR,Burundi,4.0,2,Low
35,Female,Master's,Single,95033.0,734.0,16206.0,Personal,Unemployed,18,Fair,0.2969,200482.0,1.0,East Franciston,TN,Zambia,0.0,0,Low
60,Female,Bachelor's,Single,90559.0,704.0,32781.0,Personal,Self-employed,13,Excellent,0.5723,27609.0,2.0,Hardinshire,PA,Honduras,4.0,1,Low
28,Male,High School,Widowed,50755.0,771.0,20765.0,Business,Unemployed,17,Fair,0.4639,217241.0,2.0,Cainburgh,GU,Libyan Arab Jamahiriya,3.0,0,Medium
66,Female,Bachelor's,Married,98681.0,748.0,32620.0,Home,Unemployed,8,Fair,0.4557,210498.0,0.0,Lake Deborahside,GA,Sweden,4.0,2,Medium
33,Female,Master's,Single,71782.0,629.0,36109.0,Home,Self-employed,2,Fair,0.196,167331.0,2.0,Lake Tony,AK,Somalia,0.0,2,Low
57,Female,Bachelor's,Married,52976.0,744.0,16224.0,Home,Employed,1,Poor,0.22,92158.0,1.0,Port Reneebury,MD,Palestinian Territory,2.0,2,High
33,Female,Master's,Married,72716.0,623.0,41726.0,Business,Self-employed,3,Good,0.5314,218186.0,1.0,Kathleenborough,CA,Cape Verde,2.0,2,Medium
51,Male,High School,Divorced,104977.0,602.0,16830.0,Business,Unemployed,8,Poor,0.4511,239965.0,2.0,Port Joanne,NJ,Paraguay,0.0,1,Low
58,Female,Master's,Single,100875.0,781.0,23390.0,Home,Employed,5,Fair,0.3488,191899.0,2.0,Lake Susanbury,NH,Equatorial Guinea,3.0,1,Low
41,Male,Master's,Single,20744.0,773.0,15683.0,Personal,Unemployed,18,Excellent,0.3067,29370.0,2.0,Port Emilyton,MD,Tonga,4.0,1,Medium
62,Male,PhD,Widowed,50482.0,608.0,36953.0,Auto,Unemployed,16,Poor,0.4589,214017.0,3.0,West Ashley,VI,Indonesia,1.0,0,Low
45,Female,Bachelor's,Married,96968.0,692.0,41273.0,Personal,Self-employed,3,Good,0.3739,103094.0,2.0,Sloanland,AR,Niger,0.0,2,Low
48,Female,Bachelor's,Widowed,63677.0,682.0,18217.0,Business,Unemployed,12,Excellent,0.2992,208309.0,2.0,New Taylorburgh,CT,Reunion,1.0,0,Low
52,Male,High School,Single,109336.0,772.0,20556.0,Auto,Self-employed,10,Excellent,0.4601,193255.0,4.0,Lake Cathy,SC,British Indian Ocean Territory (Chagos Archipelago),0.0,2,Medium
69,Non-binary,Bachelor's,Single,66586.0,787.0,22285.0,Business,Unemployed,7,Poor,0.2498,23910.0,2.0,Conradland,MD,Rwanda,4.0,2,Low
54,Female,PhD,Single,82919.0,753.0,46475.0,Business,Employed,7,Good,0.4679,266094.0,0.0,Shaneberg,UT,Guadeloupe,4.0,2,Low
33,Non-binary,High School,Single,96019.0,648.0,46573.0,Auto,Employed,16,Fair,0.2819,247968.0,3.0,Harrisland,MA,Saint Helena,1.0,0,Medium
25,Female,High School,Single,38616.0,652.0,20433.0,Personal,Unemployed,5,Poor,0.3756,86710.0,2.0,Lake Heathertown,KS,Lithuania,1.0,1,Medium
31,Female,High School,Single,28800.0,750.0,33544.0,Personal,Self-employed,0,Poor,0.4312,183243.0,3.0,Schroederhaven,NH,Marshall Islands,0.0,1,Low
43,Male,Bachelor's,Married,56744.0,717.0,10628.0,Business,Employed,2,Good,0.4486,213447.0,2.0,Lake James,PW,Comoros,3.0,0,Low
46,Male,PhD,Divorced,50353.0,681.0,14250.0,Auto,Employed,0,Excellent,0.3809,104860.0,1.0,East Travisborough,WV,Croatia,3.0,1,Low
32,Non-binary,Master's,Widowed,85836.0,775.0,19312.0,Personal,Self-employed,17,Fair,0.3479,257342.0,2.0,Williamville,FL,Sao Tome and Principe,4.0,1,Low
53,Non-binary,PhD,Widowed,73744.0,718.0,16908.0,Auto,Unemployed,11,Good,0.4457,68814.0,4.0,Port Heather,MD,Algeria,4.0,1,Low
27,Non-binary,PhD,Married,78958.0,618.0,21062.0,Business,Employed,12,Good,0.1251,82729.0,2.0,Williamsport,WI,Marshall Islands,0.0,0,Medium
49,Male,Bachelor's,Divorced,98885.0,756.0,21120.0,Home,Unemployed,9,Good,0.4246,219149.0,4.0,West Selenaberg,MO,Albania,4.0,1,Low
19,Male,PhD,Single,23311.0,759.0,38518.0,Home,Self-employed,13,Poor,0.3703,70281.0,0.0,Timothymouth,MT,Poland,1.0,2,Medium
19,Non-binary,High School,Divorced,107221.0,686.0,32574.0,Auto,Unemployed,8,Good,0.2643,92930.0,2.0,North Zachary,AZ,Algeria,0.0,1,Low
39,Non-binary,Master's,Married,58459.0,680.0,21482.0,Personal,Unemployed,9,Fair,0.2418,215696.0,4.0,Rogersberg,NV,Saint Vincent and the Grenadines,3.0,1,Medium
42,Non-binary,High School,Married,117932.0,707.0,31254.0,Personal,Unemployed,6,Excellent,0.3185,295888.0,4.0,Garrettburgh,MO,Ethiopia,2.0,2,High
34,Female,PhD,Married,45499.0,742.0,44082.0,Home,Unemployed,2,Good,0.4349,218626.0,3.0,South Candice,AK,Tajikistan,4.0,1,Low
53,Non-binary,High School,Married,26589.0,626.0,49934.0,Auto,Employed,11,Fair,0.1944,165073.0,1.0,Port Amandashire,NE,Russian Federation,2.0,1,Low
62,Male,Bachelor's,Divorced,34947.0,788.0,20034.0,Auto,Self-employed,16,Good,0.5241,188504.0,1.0,Marvinview,KS,Ukraine,4.0,0,Medium
42,Male,High School,Single,95439.0,602.0,48360.0,Business,Unemployed,8,Poor,0.4037,226623.0,4.0,Elizabethview,VI,Suriname,0.0,2,High
61,Male,Bachelor's,Divorced,38631.0,642.0,41968.0,Business,Self-employed,2,Good,0.1623,150512.0,1.0,Anthonystad,OR,Mali,3.0,2,Low
42,Female,High School,Single,114266.0,656.0,8781.0,Personal,Employed,16,Excellent,0.1285,226364.0,2.0,Theresahaven,IA,Serbia,0.0,1,Low
29,Non-binary,Bachelor's,Single,70659.0,672.0,47256.0,Personal,Employed,17,Excellent,0.297,130345.0,2.0,Hahnfort,CT,Korea,1.0,0,Low
25,Non-binary,Bachelor's,Married,83253.0,715.0,15601.0,Auto,Employed,15,Poor,0.3446,289823.0,2.0,Kevintown,OR,Brunei Darussalam,0.0,0,Medium
56,Non-binary,High School,Single,86156.0,762.0,16020.0,Personal,Unemployed,12,Excellent,0.2396,185188.0,1.0,South Gabriela,NY,Liechtenstein,0.0,2,Medium
62,Male,PhD,Married,62642.0,794.0,35281.0,Personal,Unemployed,4,Excellent,0.2513,45849.0,1.0,Moorehaven,AZ,Bhutan,1.0,2,Low
29,Male,High School,Divorced,23684.0,650.0,25058.0,Personal,Unemployed,2,Poor,0.5024,264964.0,0.0,Brownshire,SC,Iran,1.0,1,Low
38,Male,Bachelor's,Married,65435.0,739.0,14322.0,Home,Unemployed,8,Fair,0.3836,188116.0,2.0,West Ashley,UT,Macao,4.0,1,Low
